"Pred","Year","Site","Area","PredSize","Prey","PreySize"
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",31,"Haustrum scobina",14
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",33.1,"Haustrum scobina",14.9
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_04",32.5,"Haustrum scobina",13.8
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",35,"Haustrum scobina",15
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",28,"Haustrum scobina",10
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",38,"Haustrum scobina",14
"Haustrum haustorium",2004,"CastlePointCave","Area_02",40,"Haustrum scobina",21
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_01",33,"Haustrum scobina",11
"Haustrum haustorium",2004,"LeighShadowRocks","General",35,"Haustrum scobina",10
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",34,"Haustrum scobina",10
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",32,"Haustrum scobina",12
"Haustrum haustorium",1969,"Takapuna","General",24.3,"Haustrum scobina",14.6
"Haustrum haustorium",1969,"Takapuna","General",29,"Haustrum scobina",13
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",37,"Haustrum scobina",15
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",17,"Haustrum scobina",2.5
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",36,"Haustrum scobina",8
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","General",38.5,"Haustrum scobina",13.7
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",22.9,"Haustrum scobina",13.5
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","General",31,"Haustrum scobina",11.7
"Haustrum haustorium",1969,"LeighGoatIslandReserve","General",40,"Haustrum scobina",18
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_02",25,"Haustrum scobina",14
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",26.7,"Haustrum scobina",15.2
"Haustrum haustorium",2004,"LeighShadowRocks","General",43,"Haustrum scobina",17
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","Area_09",39.2,"Haustrum scobina",15.5
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",39,"Haustrum scobina",11
"Haustrum haustorium",2004,"TaurangaBayNorth","Area_01",36,"Haustrum scobina",15
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",29,"Haustrum scobina",9
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",16.5,"Haustrum scobina",4.6
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",44,"Cominella adspersa",25.4
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_04",36.6,"Haustrum scobina",10.4
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",17.8,"Haustrum scobina",5
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",31.5,"Haustrum scobina",12.6
"Haustrum haustorium",1969,"Whangarei","Area_03",40.1,"Haustrum scobina",20
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",33.9,"Haustrum scobina",11.7
"Haustrum haustorium",1969,"Rangitoto Island - Whites Beach","General",24,"Haustrum scobina",14.1
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",37.1,"Haustrum scobina",14.4
"Haustrum haustorium",1969,"LeighHarbour","General",38.4,"Haustrum scobina",15.4
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",27,"Haustrum scobina",12.7
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",30,"Haustrum scobina",14.1
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",29,"Haustrum scobina",14.6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",36,"Haustrum scobina",14
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_01",21,"Haustrum scobina",9
"Haustrum haustorium",1969,"Whangarei","Area_02",43.2,"Haustrum scobina",25
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",24,"Haustrum scobina",11
"Haustrum haustorium",2004,"TaurangaBayNorth","Area_01",37,"Haustrum scobina",13
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_01",32,"Haustrum scobina",13
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",28,"Haustrum scobina",10
"Haustrum haustorium",1969,"Whangarei","Area_02",43,"Haustrum scobina",16.2
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",30.8,"Haustrum scobina",12.4
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",21,"Haustrum scobina",11
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",26,"Haustrum scobina",15
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",18,"Haustrum scobina",7.5
"Haustrum haustorium",2004,"TapotupotuBayWest","Area_01",30,"Haustrum scobina",16
"Haustrum haustorium",2004,"CastlePointCave","Area_02",28,"Haustrum scobina",17
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_03",24,"Haustrum scobina",10
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",32,"Haustrum scobina",12.1
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_04",37.9,"Haustrum scobina",21.8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",32,"Haustrum scobina",8
"Haustrum haustorium",1969,"Whangarei","Area_01",54.1,"Haustrum scobina",32
"Haustrum haustorium",2004,"TaurangaBayNorth","Area_01",45,"Haustrum scobina",13
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",40.4,"Haustrum scobina",15.2
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",28.1,"Haustrum scobina",13.2
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_02",27,"Haustrum scobina",11
"Haustrum haustorium",2004,"CharlestonJoyceBay","Area_02",24,"Paratrophon patens",17
"Haustrum haustorium",2004,"TaurangaBayNorth","Area_01",39,"Paratrophon patens",19
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",32,"Haustrum scobina",14
"Haustrum haustorium",1969,"Whangarei","Area_02",52.6,"Haustrum scobina",20
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",33,"Haustrum scobina",11
"Haustrum haustorium",1969,"Rangitoto Island - Whites Beach","General",30,"Haustrum scobina",12
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_02",31,"Haustrum scobina",10
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_04",38.6,"Haustrum scobina",18.2
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",31,"Haustrum scobina",13
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_01",27,"Haustrum scobina",16
"Haustrum haustorium",2004,"CapeFoulwind","Area_01",30,"Haustrum scobina",16
"Haustrum haustorium",1969,"Whangarei","Area_03",41.4,"Haustrum scobina",17.4
"Haustrum haustorium",1969,"LeighGoatIslandReserve","Area_02",34.6,"Haustrum scobina",16.4
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_04",40,"Haustrum scobina",12
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",40.6,"Haustrum scobina",19.6
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_01",23,"Haustrum scobina",14
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_04",35.4,"Haustrum scobina",15.4
"Haustrum haustorium",2004,"LeighShadowRocks","General",29,"Haustrum scobina",13
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",16.8,"Haustrum scobina",3.2
"Haustrum haustorium",1969,"Red Beach - Whangaparaoa","Area_02",35.1,"Haustrum scobina",18.9
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",20,"Haustrum scobina",5
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",33,"Haustrum scobina",13
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",14,"Notoacmea parviconoidea",4
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",37,"UNID Limpet",17
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_02",9,"Notoacmea parviconoidea",3
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",15,"Notoacmea parviconoidea",4
"Haustrum haustorium",2004,"CastlePointCave","Area_02",23,"Notoacmea parviconoidea",6
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_01",14,"Notoacmea parviconoidea",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",19,"Notoacmea parviconoidea",4
"Haustrum haustorium",2004,"LeighShadowRocks","General",26,"UNID Limpet",5
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",16,"UNID Limpet",3
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",27,"Notoacmea parviconoidea",5
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",15,"Patelloida corticata",7
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_04",27,"Patelloida corticata",5
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",17,"Patelloida corticata",7
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",25,"Patelloida corticata",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",29,"Patelloida corticata",6
"Haustrum haustorium",1969,"LeighGoatIslandReserve","General",NA,"Patelloida corticata",8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",25,"Patelloida corticata",8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",24,"Patelloida corticata",6
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",40,"Patelloida corticata",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",21,"Patelloida corticata",7
"Haustrum haustorium",2004,"LeighShadowRocks","General",28,"Patelloida corticata",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",23,"Patelloida corticata",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",18,"Patelloida corticata",6
"Haustrum haustorium",2004,"CharlestonJoyceBay","Area_03",22,"Patelloida corticata",10
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",20,"Patelloida corticata",6
"Haustrum haustorium",2004,"Opunake","Area_01",21,"Patelloida corticata",8
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",28,"Patelloida corticata",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",28,"Patelloida corticata",8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",34,"Patelloida corticata",7
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",26,"Patelloida corticata",8
"Haustrum haustorium",2004,"TapotupotuBayWest","Area_01",20,"Patelloida corticata",7
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",27,"Patelloida corticata",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",26,"Patelloida corticata",9
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",24,"Patelloida corticata",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_10",19,"Patelloida corticata",7
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",26,"Patelloida corticata",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",24,"Patelloida corticata",9
"Haustrum haustorium",2004,"LeighShadowRocks","General",36,"Patelloida corticata",10
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",34,"Patelloida corticata",9
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",24,"Patelloida corticata",NA
"Haustrum haustorium",2004,"LeighShadowRocks","General",27,"Patelloida corticata",5
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",29,"Patelloida corticata",9
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","General",35,"Patelloida corticata",10
"Haustrum haustorium",2004,"TaurangaHeadWest","Area_02",32,"Patelloida corticata",13
"Haustrum haustorium",2004,"FirstBay","Area_02",32,"Patelloida corticata",15
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",25,"Patelloida corticata",4
"Haustrum haustorium",1969,"Leigh - Tabletop Rocks and Boulders","General",30,"Patelloida corticata",NA
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",24,"Patelloida corticata",7
"Haustrum haustorium",2004,"CastlePointBoulders","General",27,"Patelloida corticata",9
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",24,"Patelloida corticata",4
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",22,"Patelloida corticata",13
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",25,"Patelloida corticata",7
"Haustrum haustorium",2004,"TaurangaHead","Area_02",31,"Patelloida corticata",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",31,"Patelloida corticata",12
"Haustrum haustorium",2004,"FirstBay","Area_02",37,"Patelloida corticata",11
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_08",23,"Patelloida corticata",13
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",21,"Patelloida corticata",7
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",20,"Plaxiphora caelata",10
"Haustrum haustorium",2004,"CharlestonJoyceBay","Area_02",27,"Plaxiphora caelata",21
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",31,"Plaxiphora caelata",9
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_04",26,"Plaxiphora caelata",12
"Haustrum haustorium",2004,"TaurangaHead","Area_02",38,"Plaxiphora caelata",17
"Haustrum haustorium",2004,"MatakitakiakupeCapePalliser","Area_02",19,"Plaxiphora caelata",18
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",26,"Plaxiphora caelata",12
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",21,"Plaxiphora caelata",9
"Haustrum haustorium",2004,"LeighShadowRocks","General",22,"Plaxiphora caelata",10
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_03",28,"Plaxiphora caelata",13
"Haustrum haustorium",2004,"TaurangaHead","Area_01",42,"Plaxiphora caelata",22
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",30,"Plaxiphora caelata",8
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_01",20,"Plaxiphora caelata",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_06",36,"Plaxiphora caelata",10
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_11",20,"Plaxiphora caelata",8
"Haustrum haustorium",2004,"LeighShadowRocks","General",30,"Plaxiphora caelata",8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",26,"Plaxiphora caelata",8
"Haustrum haustorium",2004,"FirstBay","Area_02",27,"Plaxiphora caelata",10
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",18,"Risellopsis varia",4
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",13,"Risellopsis varia",3
"Haustrum haustorium",2004,"FirstBay","Area_01",15,"Risellopsis varia",4
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",16.2,"Fossarina rimata",1
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_04",10,"Risellopsis varia",2
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_08",17,"Fossarina rimata",2
"Haustrum haustorium",2004,"TaurangaHead","Area_01",21,"Risellopsis varia",4
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",12,"Risellopsis varia",4
"Haustrum haustorium",1969,"Whangarei","Area_03",7.8,"Risellopsis varia",2
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_05",10,"Risellopsis varia",4
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_01",37,"Siphonaria australis",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",37,"Siphonaria australis",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",22,"Siphonaria australis",6
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",38,"Siphonaria australis",13
"Haustrum haustorium",2004,"LimestoneBayPoint","General",30,"Siphonaria australis",8
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",25,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",30,"Siphonaria australis",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",23,"Siphonaria australis",7
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",35,"Siphonaria australis",9
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_02",10,"Siphonaria australis",3
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_07",36,"Siphonaria australis",11
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_02",16,"Siphonaria australis",8
"Haustrum haustorium",2004,"CastlePointCave","Area_02",26,"Siphonaria australis",7
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","General",23,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Tabletop Rocks and Boulders","Area_03",28,"Siphonaria australis",8
"Haustrum haustorium",2004,"LimestoneBayPoint","Area_02",19,"Siphonaria australis",7
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",33,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",13,"Siphonaria australis",5
"Haustrum haustorium",2004,"TaurangaHead","Area_02",21,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_01",26,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",31,"Siphonaria australis",8
"Haustrum haustorium",2004,"AvocaPointNorth","Area_01",32,"Siphonaria australis",10
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",33,"Siphonaria australis",7
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","Area_05",41.1,"Siphonaria australis",8
"Haustrum haustorium",2004,"CastlePointBoulders","General",23,"Siphonaria australis",4
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",40,"Siphonaria australis",22
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",17.7,"Siphonaria australis",6.6
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",18.5,"Siphonaria australis",4.5
"Haustrum haustorium",2004,"TapotupotuBayWest","Area_01",25,"Siphonaria australis",9
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_08",22,"Siphonaria australis",5
"Haustrum haustorium",1969,"Leigh - Waterfall Rocks","General",27.3,"Siphonaria australis",5.2
"Haustrum haustorium",2004,"Leigh - Echinoderm Reef","Area_02",24,"Siphonaria australis",6
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_09",42,"Siphonaria australis",9
"Haustrum haustorium",2004,"IslandBayLabRocks","Area_01",28,"Siphonaria australis",NA
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_05",27,"Siphonaria australis",7
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_03",11,"Siphonaria australis",3
"Haustrum haustorium",2004,"CastlePointBoulders","General",21,"Siphonaria australis",4
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_02",29,"Siphonaria australis",6
"Haustrum haustorium",2004,"TapotupotuBayWest","Area_01",27,"Siphonaria australis",10
"Haustrum haustorium",2004,"PourereTuingaraPoint","Area_01",17,"Siphonaria australis",3
"Haustrum haustorium",2004,"CastlePointCave","Area_01",29,"Siphonaria australis",9
"Haustrum haustorium",1969,"Leigh - Echinoderm Reef","General",14,"Siphonaria australis",2.5
"Haustrum haustorium",2004,"Rangitoto Island - Whites Beach","Area_03",20,"Siphonaria australis",5
"Haustrum haustorium",2004,"Leigh - Waterfall Rocks","Area_12",29,"Siphonaria australis",10
"Haustrum haustorium",1969,"LeighGoatIslandReserve","General",NA,"Siphonaria australis",8
"Haustrum haustorium",2004,"MemorialGardenRocks","Area_04",26,"Siphonaria australis",6
